ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
9052,retained,225,180,246,2991,134,0,3124.4,2587.0,17,11,Android
9053,retained,27,22,128,1889,590,53,1128.4,251.0,24,21,Android
9054,retained,25,21,121,2360,0,29,4332.4,1267.5,29,26,iPhone
9055,churned,76,70,158,1218,30,0,4781.0,2201.3,25,15,Android
9056,retained,92,80,151,1242,0,0,5445.7,2893.2,4,0,iPhone
9057,retained,54,50,61,3023,114,0,6752.8,2490.2,29,22,iPhone
9058,retained,30,25,30,1137,40,77,1300.0,765.4,30,19,Android
9060,retained,180,144,207,3437,161,46,5285.2,3987.5,29,22,Android
9061,churned,11,10,362,177,563,0,8279.8,4281.9,13,6,iPhone
9062,retained,51,51,179,2806,0,0,4690.2,2422.6,30,29,iPhone
9063,retained,232,189,322,664,37,0,4592.7,2237.3,12,5,iPhone
9064,retained,188,151,292,1493,113,89,4675.9,323.2,16,16,iPhone
9065,churned,83,68,114,2090,67,29,1459.4,1089.9,12,11,Android
9066,churned,99,82,106,2238,597,51,2573.8,637.5,12,11,Android
9067,retained,13,11,58,2330,216,152,2797.0,419.6,26,20,Android
9068,churned,71,58,141,321,205,0,3135.1,1052.6,14,12,iPhone
9069,retained,45,36,51,366,316,30,1325.6,387.1,4,0,iPhone
9070,retained,120,96,190,2011,0,0,6242.1,1719.0,7,7,Android
9071,retained,63,51,249,2050,98,76,9372.7,3501.1,20,18,iPhone
9072,churned,162,162,406,409,94,105,8012.4,2515.9,4,4,Android
9073,churned,79,63,92,238,102,107,4190.3,3029.0,18,16,Android
9074,retained,35,29,38,2040,0,19,1991.9,1220.4,1,1,iPhone
9075,churned,55,47,60,1152,54,9,2135.7,465.1,2,0,Android
9076,retained,210,170,240,1896,68,5,6624.5,4994.9,2,2,iPhone
9077,churned,11,9,38,798,61,27,4205.3,2024.1,5,5,Android
9078,churned,281,225,310,2017,0,74,1728.5,889.5,11,11,Android
9079,retained,72,62,90,1723,86,0,2852.7,1619.1,4,4,iPhone
9080,retained,29,24,173,1566,56,0,1989.7,1026.4,8,8,iPhone
9081,retained,140,118,279,3034,247,0,2089.3,399.2,0,0,Android
9082,retained,7,7,19,1364,6,0,5255.0,3018.7,3,0,iPhone
9083,retained,88,71,192,2433,0,14,3660.0,1732.7,27,20,iPhone
9084,retained,24,20,53,94,33,18,4950.9,3073.8,14,13,iPhone
9086,retained,133,107,328,3206,31,7,1911.3,349.4,9,2,iPhone
9087,retained,276,223,329,1963,185,0,3796.5,913.9,29,19,Android
9088,retained,128,107,238,1477,246,0,2876.3,2302.0,20,12,Android
9089,retained,391,322,725,2518,54,0,1894.5,1222.6,26,26,iPhone
9090,retained,216,173,232,2840,0,201,2234.4,97.5,25,21,iPhone
9091,retained,31,31,212,958,0,32,8082.1,6708.5,16,8,iPhone
9092,retained,13,13,209,2529,14,0,7909.0,3142.6,10,7,iPhone
9093,retained,231,185,242,2127,214,0,4327.5,1877.0,10,4,Android
9094,retained,153,127,222,2037,42,147,5568.6,4535.0,29,19,iPhone
9095,retained,137,110,141,1447,457,0,4556.7,1689.2,4,4,iPhone
9096,retained,30,24,142,494,146,0,4764.6,1557.6,6,6,Android
9097,retained,10,9,16,2607,32,6,9312.7,999.4,27,19,Android
9098,retained,20,17,326,1196,203,0,3438.7,1020.0,13,8,iPhone
9099,churned,2,2,47,3203,0,5,4979.4,3184.6,8,3,iPhone
9100,retained,217,203,246,3142,209,0,3071.0,1226.9,0,0,Android
9101,retained,220,183,220,113,0,115,3460.3,980.0,15,11,iPhone
9102,retained,25,20,172,3018,88,0,3183.4,1663.1,17,10,Android
9103,retained,65,65,97,3426,2,14,1721.8,608.7,22,16,iPhone
9105,retained,39,32,206,2736,0,0,5930.2,3472.8,25,23,iPhone
9106,retained,48,42,220,983,149,20,5070.9,3587.2,26,25,iPhone
9107,churned,43,34,81,2900,83,0,1884.6,1132.2,8,8,iPhone
9108,retained,34,27,122,968,9,0,3410.6,1424.2,13,13,Android
9109,retained,32,26,64,684,283,10,4128.5,658.9,27,24,Android
9110,retained,11,11,44,678,58,78,3770.8,871.3,15,15,iPhone
9111,retained,21,17,51,2729,312,0,5019.1,2592.7,7,7,iPhone
9112,churned,19,19,51,801,177,0,3707.5,2162.0,1,1,iPhone
9113,retained,37,30,259,2984,73,4,831.9,464.2,10,7,iPhone
9114,retained,34,28,44,983,0,0,941.0,676.8,7,7,iPhone
9115,retained,84,68,109,1163,0,34,5235.9,3221.5,10,8,Android
9116,retained,119,96,186,895,96,0,4735.5,2598.7,17,9,iPhone
9117,retained,15,12,20,2840,165,0,3080.0,1420.8,17,11,Android
9118,retained,59,48,73,2398,480,0,4035.7,3346.1,18,15,iPhone
9119,churned,21,17,63,1501,56,0,5142.1,2507.4,14,14,Android
9120,retained,316,253,475,1486,93,0,1063.7,693.7,18,17,iPhone
9121,churned,73,59,634,747,288,0,3999.3,1837.5,19,12,iPhone
9122,retained,17,17,128,2759,0,81,5015.2,1501.1,29,21,iPhone
9124,churned,85,79,111,359,363,0,4289.6,1675.7,1,1,Android
9125,retained,89,77,331,695,175,3,4068.5,2720.9,29,19,iPhone
9126,retained,9,7,230,295,0,92,2637.5,35.0,27,17,iPhone
9127,retained,54,44,174,1902,0,0,4803.1,3893.0,10,10,iPhone
9128,churned,48,48,140,1205,325,33,4865.7,3950.7,15,15,iPhone
9129,retained,15,15,107,1943,43,67,4753.1,680.2,24,17,iPhone
9130,churned,102,102,252,847,350,44,7967.3,4252.6,23,16,iPhone
9131,retained,118,98,290,2373,0,41,1546.8,662.8,28,25,iPhone
9132,churned,126,103,150,1434,54,0,3253.6,1491.1,4,0,Android
9133,retained,39,37,379,2453,43,0,1445.2,543.6,17,13,iPhone
9134,retained,29,23,52,3151,97,77,4930.1,3661.6,28,26,iPhone
9135,retained,42,33,73,1860,27,81,7065.3,965.7,20,13,iPhone
9136,retained,24,19,127,1718,9,4,1131.8,500.8,7,5,iPhone
9137,retained,21,18,67,2044,642,0,2064.1,1270.4,26,19,iPhone
9138,retained,72,59,180,2394,192,0,3048.6,1690.4,30,19,Android
9139,churned,39,31,277,2974,0,1,8751.6,6000.7,5,5,iPhone
9140,retained,36,36,59,1712,55,0,1274.1,301.3,26,18,Android
9141,churned,51,41,52,1374,425,14,2152.9,233.2,7,7,Android
9142,churned,39,34,81,1574,25,0,3254.3,1349.3,15,7,iPhone
9143,retained,22,22,46,1669,42,103,1324.9,1000.2,22,22,Android
9144,retained,71,68,130,1527,136,97,2164.2,1501.5,27,20,iPhone
9145,churned,9,8,216,498,23,200,12824.0,3173.8,29,20,Android
9146,retained,14,13,207,1866,157,14,7702.1,4776.6,31,22,iPhone
9147,retained,127,102,493,2164,80,0,811.3,666.9,3,3,Android
9149,retained,343,274,438,1215,306,0,5397.4,1329.7,17,16,Android
9150,retained,100,82,108,702,0,0,6937.0,633.2,26,18,Android
9151,retained,180,145,201,2521,252,0,6494.1,4499.5,29,20,iPhone
9152,retained,48,41,553,2793,34,40,2211.6,798.8,17,16,Android
9153,retained,12,10,19,1302,57,148,9153.5,7062.4,4,4,Android
9154,retained,32,26,44,518,233,57,3972.3,2287.0,12,12,iPhone
9155,retained,36,29,251,3350,53,0,5497.7,1465.0,25,25,Android
9156,churned,1,1,129,683,571,0,1542.9,482.1,13,13,Android
9157,retained,126,102,240,749,64,89,4085.2,2192.4,3,1,iPhone
9158,retained,135,108,191,1983,115,0,2049.6,498.7,31,27,iPhone
9159,retained,107,88,257,3120,111,0,7710.8,3058.8,19,12,iPhone
9160,retained,45,36,67,331,241,3,2773.7,1891.7,19,14,iPhone
9161,retained,38,30,372,1124,0,37,246.4,57.0,15,8,Android
9162,churned,43,43,96,1495,281,21,8918.0,5226.2,1,1,Android
9163,retained,161,130,212,1843,0,0,5417.5,2679.0,12,12,iPhone
9164,retained,133,107,309,953,655,16,2346.5,310.9,29,25,Android
9165,churned,123,101,134,1971,153,94,2202.1,1116.3,4,1,Android
9166,retained,48,40,91,2470,52,41,4049.3,2592.6,12,11,iPhone
9167,churned,60,56,145,600,17,0,1269.8,531.4,4,4,iPhone
9168,retained,89,85,170,2845,306,0,1843.3,1266.4,6,6,iPhone
9169,retained,31,25,77,3492,382,46,3450.3,1077.9,18,18,iPhone
9170,retained,44,36,131,1981,94,75,5223.6,1238.4,7,5,iPhone
9171,retained,59,48,397,3282,138,8,9614.0,510.3,16,16,Android
9172,churned,41,33,71,1880,150,0,3033.9,2379.8,2,2,iPhone
9173,churned,26,21,275,240,11,0,1931.6,817.1,20,13,iPhone
9174,retained,157,126,191,1599,371,54,3225.3,2446.1,25,21,Android
9175,retained,113,109,179,16,0,6,1480.1,1010.0,16,10,iPhone
9176,retained,22,22,363,3290,0,0,5060.3,2347.5,18,14,Android
9177,retained,220,179,266,2448,125,0,1855.9,971.0,7,7,iPhone
9178,retained,228,182,322,363,175,21,4085.0,1372.2,4,4,Android
9179,retained,11,10,45,1059,319,0,4520.2,791.0,28,23,iPhone
9180,retained,94,77,140,2960,13,0,1611.1,1237.9,20,17,iPhone
9181,retained,3,3,85,2376,96,72,4318.1,526.6,2,2,iPhone
9182,retained,129,104,179,2168,8,8,2884.1,441.6,26,22,iPhone
9183,retained,128,102,346,3232,56,2,5020.8,458.9,20,17,Android
9184,churned,281,226,374,2008,104,17,8523.4,3991.1,4,3,iPhone
9185,retained,169,138,345,2661,57,14,5521.7,1070.4,24,24,iPhone
9186,retained,4,3,92,2717,0,17,11644.9,4812.2,5,4,Android
9187,retained,38,31,229,137,280,37,2737.5,1113.0,1,1,Android
9188,retained,182,146,433,2131,345,42,3077.3,978.9,16,14,iPhone
9189,retained,27,22,225,3456,368,0,5911.3,2665.2,4,4,iPhone
9190,retained,149,131,221,3487,0,0,3634.2,2533.3,10,10,iPhone
9191,churned,9,9,39,3128,134,0,994.9,274.4,6,6,Android
9192,churned,233,186,245,804,86,0,1343.8,859.3,7,1,Android
9193,retained,10,9,52,2489,202,0,1834.2,941.4,3,0,iPhone
9194,retained,34,27,96,1989,102,0,1358.0,1051.9,10,5,iPhone
9195,retained,67,53,81,635,0,14,1262.0,980.8,13,8,Android
9196,retained,0,0,44,2944,111,0,3389.3,2364.3,9,4,iPhone
9197,retained,74,60,78,1060,0,132,2424.3,1580.7,6,0,Android
9198,retained,25,20,110,462,67,176,7686.8,4847.6,11,8,iPhone
9199,retained,11,9,820,899,10,58,2524.3,660.6,8,8,iPhone
9200,retained,71,58,86,624,0,42,6628.8,3113.5,10,10,iPhone
9201,retained,20,20,154,1383,320,0,9873.1,3565.4,28,19,iPhone
9202,retained,187,149,292,3410,127,28,4438.7,924.6,24,20,iPhone
9203,retained,182,148,237,24,0,16,2111.0,1444.9,24,16,iPhone
9204,churned,101,87,206,230,0,0,7092.0,5265.8,29,26,iPhone
9205,retained,1,1,16,2954,117,0,7807.6,3530.6,24,17,iPhone
9206,retained,21,21,253,3299,577,0,6356.6,2944.4,30,27,Android
9207,retained,330,276,415,1476,0,4,6067.7,3665.4,23,15,iPhone
9208,churned,355,285,356,744,138,17,1753.5,218.9,8,8,Android
9209,retained,21,21,72,3143,104,0,4191.3,3303.1,11,5,iPhone
9210,retained,215,172,442,132,246,53,3482.1,2284.3,31,21,Android
9211,retained,74,62,196,468,66,23,1195.9,597.7,29,24,iPhone
9212,retained,43,35,214,40,67,9,3002.7,2039.6,26,23,iPhone
9213,retained,8,7,881,2729,259,5,6553.4,3306.9,12,10,Android
9214,churned,170,137,314,1341,0,0,1203.3,451.7,14,10,Android
9215,retained,121,99,128,2924,257,46,3857.8,1650.4,21,14,Android
9216,retained,19,16,76,230,464,0,5227.7,2457.7,30,21,iPhone
9217,churned,230,184,501,2098,16,0,7534.3,2588.5,4,4,iPhone
9218,retained,2,2,188,738,82,29,1128.5,828.1,19,12,Android
9219,retained,184,150,625,477,125,38,7837.7,3998.7,16,14,iPhone
9220,retained,127,102,883,732,34,0,2894.4,1179.3,21,17,iPhone
9221,churned,114,92,117,2455,252,22,4040.8,1372.3,3,3,Android
9222,churned,105,88,181,1474,0,0,3897.7,3204.2,2,0,iPhone
9223,retained,34,31,57,3064,6,0,4000.0,1676.3,14,14,iPhone
9224,retained,93,75,188,3416,82,99,6606.9,4657.8,2,1,Android
9225,retained,96,83,244,1307,155,80,3614.5,1331.8,22,22,iPhone
9226,retained,8,7,413,1171,253,24,3005.6,709.5,20,18,iPhone
9227,retained,15,15,28,1238,81,159,8441.4,4131.5,14,14,iPhone
9228,retained,35,34,107,2120,32,0,7002.2,5464.1,13,13,iPhone
9229,retained,5,5,186,1612,0,87,2409.2,254.3,19,13,iPhone
9230,churned,3,3,221,1483,157,0,929.0,415.9,5,5,Android
9231,retained,171,138,232,2416,16,38,3852.6,3095.4,13,13,iPhone
9232,retained,28,24,265,2251,584,0,3130.9,496.4,8,4,Android
9233,retained,92,75,223,674,17,9,1776.2,267.5,26,23,iPhone
9234,retained,113,92,188,1789,11,9,1873.1,899.0,1,0,Android
9235,retained,45,36,185,2035,137,9,2874.0,2118.6,11,11,Android
9236,retained,61,49,188,527,5,38,6280.1,203.6,18,12,iPhone
9237,churned,317,273,351,468,0,0,2859.1,610.1,5,5,Android
9238,retained,36,30,64,1152,0,0,921.4,717.3,13,8,iPhone
9239,churned,5,5,125,2792,0,12,2272.8,1227.4,3,0,iPhone
9240,retained,76,76,138,3389,455,45,4729.4,3209.8,29,23,Android
9241,churned,42,34,82,3448,134,0,1637.4,1128.9,9,8,iPhone
9242,retained,13,11,201,3416,274,0,6310.8,2080.7,26,17,iPhone
9243,retained,117,94,131,2596,221,0,5375.8,1286.2,30,24,Android
9244,churned,18,17,119,340,33,0,1149.1,679.2,3,0,Android
9245,retained,101,81,180,3370,341,105,1839.8,210.5,18,11,iPhone
9246,retained,74,62,144,2409,29,2,1974.6,1302.7,3,3,iPhone
9247,retained,26,26,185,2282,0,0,1553.0,701.0,24,22,iPhone
9248,retained,19,15,35,2549,171,36,2860.5,2202.8,1,0,iPhone
9249,retained,35,28,298,1347,35,0,2206.6,1369.7,18,9,Android
9250,retained,70,60,92,238,0,0,2010.6,955.2,11,8,Android
9251,churned,7,7,59,1456,39,12,3245.5,374.8,17,12,Android
9252,retained,37,30,65,3261,161,0,4888.7,1019.8,26,24,iPhone
9253,retained,60,49,110,1115,385,130,2699.7,933.7,20,18,iPhone
9254,retained,164,132,277,1581,7,0,5349.7,3993.3,11,7,Android
9255,churned,10,8,169,1404,0,0,2173.7,417.2,14,8,Android
9256,retained,167,135,448,3444,40,29,3164.2,753.6,7,5,iPhone
9257,retained,52,49,160,535,0,79,9046.6,2811.1,17,10,iPhone
9258,retained,7,6,488,2240,0,0,2283.3,1178.9,8,6,Android
9259,retained,107,86,508,20,10,34,3640.8,640.5,20,20,iPhone
9260,churned,39,32,145,2320,55,74,4741.0,1542.2,2,0,iPhone
9261,retained,6,6,62,576,85,11,6714.6,1250.4,23,21,iPhone
9262,retained,41,33,141,2163,0,14,5043.3,3856.4,14,7,iPhone
9263,retained,29,28,162,3089,19,0,5975.2,2573.1,16,16,iPhone
9264,retained,20,20,42,1140,0,46,3463.6,901.6,29,28,iPhone
9265,retained,1,1,20,2144,468,0,5862.5,2473.8,1,1,iPhone
9266,retained,206,165,433,741,27,0,1175.1,944.0,28,22,iPhone
9267,retained,26,21,66,1683,80,0,2665.3,2055.3,23,13,Android
9268,churned,19,16,43,1799,0,0,2988.8,2139.2,3,0,iPhone
9269,retained,94,76,112,1733,50,21,970.6,772.2,28,27,iPhone
9270,retained,158,129,369,1062,153,0,6019.2,3737.4,18,10,Android
9271,retained,12,10,75,1801,0,3,4240.3,1122.7,19,13,iPhone
9272,retained,8,8,207,2011,131,337,1643.0,974.7,29,27,iPhone
9273,retained,31,26,129,2842,402,0,2269.6,1648.4,26,25,iPhone
9274,churned,27,22,61,2112,34,35,2094.3,1607.8,7,7,iPhone
9275,retained,203,163,272,2026,61,0,2124.3,817.7,28,21,Android
9276,retained,102,82,249,767,0,10,10714.4,4099.0,10,5,Android
9277,retained,15,12,76,1537,198,25,6531.8,1768.3,29,21,iPhone
9278,retained,22,21,52,1975,0,0,4824.9,2764.9,22,18,Android
9280,churned,90,74,434,1288,93,0,3938.7,2979.1,17,17,iPhone
9281,retained,119,96,421,1102,20,0,1886.4,1559.0,14,8,iPhone
9283,retained,84,67,148,2118,0,0,2222.8,1032.4,27,26,iPhone
9284,retained,201,161,245,791,27,116,9607.3,2559.4,6,5,iPhone
9285,retained,53,45,305,2536,0,0,2236.0,922.8,27,21,Android
9287,churned,59,50,122,2353,73,10,2304.7,341.1,1,0,iPhone
9288,retained,171,137,276,3440,187,7,2917.2,760.3,9,9,iPhone
9289,retained,10,8,23,2114,20,65,4062.5,2001.7,17,9,iPhone
9290,retained,7,6,41,3012,47,0,2812.4,426.6,21,13,Android
9291,retained,22,20,57,2435,27,0,2586.5,904.4,6,6,Android
9293,retained,86,76,124,3335,0,133,4899.5,1461.0,28,18,Android
9294,churned,5,4,228,172,66,40,3079.4,1639.2,3,3,Android
9295,churned,34,28,93,2303,44,0,1666.8,216.7,7,2,iPhone
9296,churned,279,223,312,1657,77,0,1548.5,872.2,3,3,iPhone
9297,retained,28,23,503,3149,83,46,5628.6,3284.8,27,17,Android
9298,churned,70,62,206,2663,190,11,3960.8,1777.1,10,10,Android
9299,retained,1,1,79,763,441,0,839.0,531.9,15,15,iPhone
9300,retained,81,65,369,1052,14,0,1578.8,853.7,9,4,Android
9301,retained,146,117,194,3088,475,8,7626.0,2517.0,29,22,iPhone
9302,retained,18,18,175,997,23,66,12368.1,1603.3,20,19,iPhone
9303,churned,14,12,114,2888,305,15,3105.0,1127.4,3,1,iPhone
9304,retained,37,30,64,3082,257,0,6354.7,1773.7,8,4,Android
9305,retained,5,4,302,2718,42,0,6003.2,994.7,18,18,Android
9306,retained,47,38,64,2825,43,0,10187.7,5853.7,16,16,iPhone
9307,retained,8,7,157,2992,82,24,7286.3,5307.0,3,3,iPhone
9308,retained,53,45,188,976,3,0,4717.0,2533.0,5,1,Android
9309,retained,225,180,247,2184,3,0,3558.3,2538.3,15,12,iPhone
9310,retained,112,90,149,1811,42,126,3527.0,1164.9,26,24,iPhone
9311,retained,161,131,164,2733,49,7,4608.3,3754.4,30,26,iPhone
9312,retained,118,97,157,2462,6,4,1758.2,1008.9,27,20,iPhone
9313,retained,78,62,158,1867,40,74,3622.6,2086.2,22,20,iPhone
9314,retained,19,16,78,1988,58,0,3385.6,1424.1,27,24,Android
9316,retained,61,49,104,24,0,0,3517.9,2930.3,7,7,Android
9317,retained,68,56,87,1191,5,0,1303.3,465.9,30,26,iPhone
9318,churned,39,31,108,1550,78,44,1924.2,1495.2,10,3,iPhone
9319,retained,7,6,80,3157,0,0,2127.3,1173.7,4,4,Android
9320,retained,94,94,189,3149,645,27,1469.3,311.9,23,16,Android
9321,retained,89,72,100,1501,209,0,7567.1,5382.2,10,10,iPhone
9322,retained,72,64,257,1352,166,0,4641.4,1688.0,4,4,iPhone
9323,retained,26,21,143,1716,3,22,5236.7,1997.4,14,14,iPhone
9324,retained,239,192,531,1182,273,0,2309.8,803.5,9,9,Android
9325,retained,2,2,9,504,72,0,9229.5,4599.2,1,1,Android
9326,churned,25,22,162,2762,109,0,2575.5,1365.9,3,3,iPhone
9327,churned,103,83,171,835,84,3,3931.4,1036.3,3,1,Android
9328,retained,85,69,157,157,216,75,3863.0,1459.3,29,20,iPhone
9329,retained,54,54,101,2191,67,2,2657.6,1289.6,28,17,iPhone
9330,retained,65,53,89,1915,121,0,2334.0,1253.5,0,0,iPhone
9331,retained,1,1,112,535,0,64,2212.6,378.5,24,19,iPhone
9332,retained,9,9,440,1638,139,32,1877.9,1016.1,18,11,iPhone
9333,retained,73,60,146,2153,86,42,4560.5,1451.4,8,8,iPhone
9334,retained,17,15,99,3252,26,49,1530.7,1088.3,11,5,Android
9335,retained,11,9,128,2572,849,0,6020.9,4352.6,29,25,Android
9336,churned,19,16,89,486,0,0,422.1,92.7,2,0,iPhone
9337,retained,12,12,77,3136,37,21,776.1,271.3,20,20,Android
9338,retained,32,26,348,500,261,0,1989.6,923.3,4,4,Android
9339,retained,130,108,314,1082,424,1,5421.8,1559.8,1,1,iPhone
9341,churned,84,68,157,1336,0,51,2442.0,2019.2,17,10,Android
9342,retained,248,199,343,2610,155,0,5483.3,1099.6,6,6,iPhone
9343,retained,142,114,244,497,0,0,2844.1,1122.8,3,3,iPhone
9345,retained,12,10,191,539,284,138,5354.3,2093.0,24,16,iPhone
9346,churned,68,54,189,1129,79,65,12693.1,579.0,6,1,iPhone
9347,retained,258,206,272,713,132,11,1956.1,994.6,5,4,iPhone
9348,retained,17,14,55,1263,143,152,2286.9,809.0,18,10,iPhone
9349,retained,81,77,293,957,105,23,2099.8,952.2,22,17,iPhone
9350,retained,52,42,57,888,0,253,4561.5,707.1,13,13,iPhone
9351,retained,186,152,214,1015,106,86,1968.0,865.9,9,7,Android
9352,retained,89,72,99,2377,0,34,7490.9,4533.2,6,2,iPhone
9353,retained,132,106,140,543,207,45,2548.0,939.1,14,14,iPhone
9354,churned,121,97,125,30,0,29,4361.2,1681.7,22,22,iPhone
9355,retained,123,99,157,2653,36,27,3334.2,1910.5,4,0,iPhone
9356,retained,67,62,216,1210,260,0,2941.7,2301.6,27,17,iPhone
9357,retained,80,65,304,1534,337,0,6881.7,972.3,27,18,Android
9358,retained,71,63,87,3319,174,0,2848.8,905.7,31,26,iPhone
9359,retained,140,115,231,3412,99,0,5730.8,2070.6,24,20,iPhone
9360,retained,47,46,84,2844,0,8,6035.9,3007.5,3,0,Android
9362,retained,25,21,93,2260,91,45,1177.2,645.7,25,24,Android
9363,retained,7,7,16,1873,148,16,681.7,503.3,4,0,iPhone
9364,retained,14,11,87,920,86,52,2589.5,975.5,16,15,iPhone
9365,retained,91,74,110,2717,80,0,3142.9,1516.1,30,24,Android
9366,retained,262,218,430,3414,0,61,3305.4,2139.4,8,3,iPhone
9367,retained,293,235,327,1677,33,0,6990.1,1484.3,24,19,Android
9368,retained,112,90,348,981,86,0,1689.2,1306.9,17,11,iPhone
9369,retained,235,191,249,370,42,86,3970.0,3305.3,14,14,Android
9370,retained,7,6,28,3054,44,0,5626.7,2771.7,24,16,Android
9371,churned,126,103,158,510,23,126,1929.2,819.9,17,11,iPhone
9372,retained,51,41,321,1390,639,1,2230.1,506.0,23,23,Android
9373,churned,53,43,265,2452,0,60,1821.4,1479.4,31,21,iPhone
9374,retained,304,268,367,3142,0,0,639.2,457.1,30,21,iPhone
9375,retained,9,8,33,1340,45,39,1507.3,685.0,2,0,Android
9376,churned,2,2,66,914,0,214,1485.7,995.9,25,24,iPhone
9377,churned,86,70,280,570,91,0,1459.3,1195.6,8,8,Android
9378,retained,134,109,221,2044,0,16,4856.9,3982.8,17,16,iPhone
9379,retained,20,20,111,1862,238,26,6288.5,2418.3,27,24,Android
9380,retained,66,54,342,801,165,4,1389.0,357.8,21,13,iPhone
9381,retained,63,56,99,3033,384,21,6576.4,1679.4,22,18,iPhone
9382,retained,1,1,44,67,0,9,596.7,322.2,13,9,iPhone
9383,retained,21,21,71,983,176,37,3947.6,2288.4,8,8,iPhone
9384,retained,112,90,183,1690,55,0,1242.2,257.6,29,19,iPhone
9385,retained,18,18,88,662,21,14,5972.7,2036.9,7,3,iPhone
9386,retained,151,125,268,1841,0,48,3227.1,2298.4,3,3,iPhone
9387,retained,16,16,52,681,113,258,9695.9,1644.6,26,21,iPhone
9388,retained,184,151,191,3413,255,70,5379.0,1553.9,9,9,iPhone
9389,churned,126,110,165,2486,432,0,2159.2,501.4,6,1,iPhone
9390,retained,137,111,193,2486,25,13,3320.2,895.6,8,2,Android
9391,retained,106,86,224,3478,58,0,2095.1,1196.4,15,9,iPhone
9393,retained,131,105,248,2267,31,16,4540.5,3153.8,7,7,Android
9395,retained,20,20,557,1891,78,0,4178.9,1275.3,18,10,iPhone
9396,retained,111,90,194,588,0,0,6061.0,763.6,19,19,Android
9397,retained,19,19,130,1596,26,4,1763.4,805.1,21,21,Android
9398,churned,5,4,104,3473,74,0,6463.4,2331.9,20,11,Android
9399,retained,137,110,382,3153,213,21,2523.2,1611.6,21,21,iPhone
9400,retained,144,116,372,1596,314,0,2006.3,1006.7,30,24,iPhone
9401,churned,105,84,113,375,106,0,4595.7,945.0,27,23,Android
9403,retained,55,44,272,1337,248,14,3767.8,2877.2,22,18,iPhone
9404,retained,75,63,277,997,0,137,4595.7,3824.9,23,14,Android
9405,retained,2,2,18,2857,79,0,5217.6,2039.5,23,15,iPhone
9406,retained,254,227,279,1152,49,10,1185.9,484.2,3,1,Android
9407,retained,20,19,53,988,101,90,3109.2,2574.1,28,25,iPhone
9408,retained,145,116,220,3104,221,0,3267.1,1220.7,30,27,iPhone
9409,churned,276,222,390,76,0,0,3323.2,2463.6,15,15,iPhone
9410,retained,43,43,143,3450,123,0,8212.2,6433.4,15,15,Android
9411,retained,101,85,508,427,60,0,3057.6,780.5,20,13,iPhone
9412,churned,9,9,40,2370,194,52,7446.7,4261.6,8,4,iPhone
9413,retained,55,44,58,512,24,44,4959.6,1968.9,24,23,iPhone
9414,retained,22,18,139,1508,0,42,9415.6,6496.7,17,17,Android
9415,churned,95,77,167,331,56,32,10773.5,6297.5,30,24,Android
9416,retained,28,28,144,1053,426,8,4498.7,1496.0,16,16,iPhone
9417,churned,34,28,56,460,744,18,1659.3,645.8,22,22,iPhone
9418,retained,22,18,46,3135,19,25,4696.4,3913.0,3,0,iPhone
9419,retained,15,15,32,2871,67,0,1912.4,849.1,21,13,Android
9420,churned,38,31,116,2469,60,0,5835.5,1896.5,10,4,iPhone
9421,retained,93,74,207,700,157,1,5162.8,1375.0,11,11,iPhone
9422,retained,212,172,218,848,35,0,2590.4,354.7,29,26,Android
9423,retained,71,58,205,1068,41,0,2452.3,1640.1,17,17,iPhone
9424,retained,9,8,9,1287,0,32,2618.3,1377.7,25,15,Android
9425,retained,122,98,141,3439,267,0,2392.7,1737.7,6,6,Android
9426,retained,112,90,177,863,91,0,4787.3,2741.6,15,10,iPhone
9427,retained,107,86,340,2285,173,37,3515.1,2700.4,12,9,iPhone
9428,retained,35,35,377,2155,544,22,5064.4,3551.8,4,4,iPhone
9429,retained,101,81,459,1260,0,0,4809.3,3102.9,15,15,Android
9430,churned,243,194,301,265,30,76,4222.8,888.7,25,19,Android
9431,retained,120,97,288,2246,0,7,2208.7,1466.2,29,28,iPhone
9432,retained,22,20,65,2896,34,0,7502.5,4308.9,13,6,iPhone
9433,churned,88,71,101,1871,329,89,2607.6,316.5,12,7,iPhone
9435,churned,191,153,198,711,161,0,1504.1,805.7,8,3,iPhone
9436,retained,62,50,122,827,149,6,935.0,774.6,2,2,iPhone
9437,retained,6,6,76,3231,0,30,4645.0,2064.1,19,11,iPhone
9438,retained,139,111,176,1832,272,0,7391.6,3708.7,24,24,iPhone
9439,retained,10,9,30,2978,24,102,3226.7,396.1,16,15,iPhone
9440,retained,72,66,263,1707,0,0,3188.0,967.3,3,0,iPhone
9441,retained,49,40,112,2351,50,2,3492.5,2479.9,12,10,Android
9442,retained,11,9,58,1809,57,3,2688.6,527.8,20,13,Android
9443,churned,36,30,63,2130,782,22,3796.1,3129.9,14,13,iPhone
9444,churned,29,25,61,3149,82,0,7607.6,5072.9,4,4,Android
9445,retained,52,46,131,3341,95,0,2580.5,1657.9,23,17,iPhone
9446,retained,100,80,299,2404,410,49,2615.1,316.2,13,13,iPhone
9447,retained,223,183,268,185,0,63,1892.3,585.3,11,11,Android
9448,retained,34,27,170,2071,60,0,6052.9,4991.9,19,11,Android
